ID-1210,0,0,nmod  advcl,Went,0,0,0
ID-1210,0,0,nmod  advcl,Went,to,hotel,0
ID-1210,staff,0,nsubjpass  auxpass  cc  conj,courteous,0,0,0
ID-1210,room,0,nsubj  cop  cc  conj,clean,0,0,0
ID-1210,room,0,nsubj  cop  cc  conj,clean,spacious,clean,0
ID-1210,0,0,nmod:poss  amod  compound,room,0,0,0
ID-1210,0,0,nmod:poss  amod  compound,room,2-queen,room,0
ID-1210,room,0,nsubj  cop  cc  conj,clean,0,0,0
ID-1210,room,0,nsubj  cop  cc  conj,clean,spacious,clean,0
ID-1210,Room,TV,nsubj  dobj,has,0,0,0
ID-1210,0,0,nummod  cc  conj,nights,0,0,0
ID-1210,We,0,nsubj  advcl,stayed,0,0,0
ID-1036,hotel,0,nsubj  cop,stunning,0,0,0
ID-1036,0,0,det  compound,staff,0,0,0
ID-1036,staff,0,nsubj  cop  advmod,accommodating,0,0,0
ID-1036,rooms,0,nsubj  cop  advmod,gorgeous,0,0,0
ID-1036,beds,0,nsubj  cop  advmod,comfortable,0,0,0
ID-1036,0,0,det  nmod,phone,0,0,0
ID-1036,0,0,det  nmod,phone,in,bathroom,0
ID-1162,This,0,nsubj  cop  det  amod  nmod,hotel,0,0,0
ID-1162,This,0,nsubj  cop  det  amod  nmod,hotel,botique,hotel,0
ID-1162,This,0,nsubj  cop  det  amod  nmod,hotel,in,Oregon,0
ID-1162,rooms,0,nsubj  cop  cc  conj,suites,0,0,0
ID-1162,hotel,0,nsubj  cop  nmod  advcl,great,0,0,0
ID-1162,hotel,0,nsubj  cop  nmod  advcl,great,for,families,0
ID-1162,0,0,case  det  compound  compound  nmod,while,0,0,0
ID-1162,0,0,case  det  compound  compound  nmod,while,on,vacation,0
ID-1162,piles,0,mark  expl  nsubj  nmod,are,0,0,0
ID-1162,piles,0,mark  expl  nsubj  nmod,are,throughout,hotel,0
ID-1174,that,rates,nsubj  dobj,had,0,0,0
ID-1174,it,0,mark  nsubj  cop  det  amod  acl:relcl,place,0,0,0
ID-1174,it,0,mark  nsubj  cop  det  amod  acl:relcl,place,closest,place,0
ID-1174,0,0,det  amod,inn,0,0,0
ID-1174,0,0,det  amod,inn,clean,inn,0
ID-1174,0,0,det  amod,fridge,0,0,0
ID-1174,0,0,det  amod,fridge,in-room,fridge,0
ID-1174,beds,0,nsubj  cop  conj  cc  conj,firm,0,0,0
ID-1174,0,them,dobj  advmod  nmod,took,0,0,0
ID-1174,0,them,dobj  advmod  nmod,took,in,room,0
ID-1174,0,0,case  det  amod  compound,buffet,0,0,0
ID-1174,0,0,case  det  amod  compound,buffet,free,buffet,0
ID-1174,0,0,mark  nmod:tmod  nmod,start,0,0,0
ID-1174,0,0,mark  nmod:tmod  nmod,start,with,breakfast,0
ID-1266,0,0,nmod,greeted,0,0,0
ID-1266,0,0,nmod,greeted,by,staff,0
ID-1266,room,0,nsubjpass  auxpass  xcomp  advmod,expected,0,0,0
ID-1266,room,0,nsubjpass  auxpass  xcomp  advmod,expected,amazing,expected,0
ID-1266,0,0,det  amod  nmod,door,0,0,0
ID-1266,0,0,det  amod  nmod,door,back,door,0
ID-1266,0,0,det  amod  nmod,door,of,hotel,0
ID-1266,0,0,det  appos  appos,rooms,0,0,0
ID-1266,rooms,expectations,ccomp  nsubj  dobj,exceeded,0,0,0
ID-1266,rooms,expectations,ccomp  nsubj  dobj,exceeded,amazing,exceeded,0
ID-1274,rooms,0,nsubj  cop  ccomp  cc  conj,spacious,0,0,0
ID-1274,rooms,0,nsubj  cop  ccomp  cc  conj,spacious,kid-friendly,spacious,0
ID-1274,rooms,0,nsubj  cop  ccomp  cc  conj,spacious,gorgeous,spacious,0
ID-1274,they,0,mark  nsubj  cop  case  det  compound  neg  advmod  dep,park,0,0,0
ID-1146,It,0,nsubj  nmod  nmod,started,0,0,0
ID-1146,It,0,nsubj  nmod  nmod,started,with,upgrade,0
ID-1146,It,0,nsubj  nmod  nmod,started,to,room,0
ID-1146,hotel,0,nsubj  cop  case  det  amod  nmod  acl:relcl,part,0,0,0
ID-1146,hotel,0,nsubj  cop  case  det  amod  nmod  acl:relcl,part,quaint,part,0
ID-1146,hotel,0,nsubj  cop  case  det  amod  nmod  acl:relcl,part,of,hand,0
ID-1146,rooms,0,nsubj  cop  case  det  amod,side,0,0,0
ID-1146,rooms,0,nsubj  cop  case  det  amod,side,smaller,side,0
ID-1146,this,0,advmod  nsubjpass  auxpass  compound:prt  nmod,made,0,0,0
ID-1146,this,0,advmod  nsubjpass  auxpass  compound:prt  nmod,made,for,service,0
ID-1146,this,0,advmod  nsubjpass  auxpass  compound:prt  nmod,made,with,service,0
ID-1146,room,0,nsubj  cop  advmod  cc  conj,luxurious,0,0,0
ID-1146,room,0,nsubj  cop  advmod  cc  conj,luxurious,comfortable,luxurious,0
ID-1146,I,0,nsubj  aux  advmod  nmod,seen,0,0,0
ID-1146,I,0,nsubj  aux  advmod  nmod,seen,in,hotel,0
ID-1146,0,0,det  compound,linens,0,0,0
ID-1146,0,0,case  det  nmod,taking,0,0,0
ID-1146,0,0,case  det  nmod,taking,throughout,hotel,0
ID-1146,staff,us,nsubj  dobj  nmod  dobj  dep,knew,0,0,0
ID-1146,staff,us,nsubj  dobj  nmod  dobj  dep,knew,by,name,0
ID-1074,staff,0,nsubj  cop  advmod  cc  conj  cc  conj,professional,0,0,0
ID-1074,room,0,nsubj  cop  advmod  cc  conj  dep  parataxis,clean,0,0,0
ID-1074,room,0,nsubj  cop  advmod  cc  conj  dep  parataxis,clean,comfortable,clean,0
ID-1074,beds,0,nsubj  cop  advmod  advmod  nmod  nmod,comfortable,0,0,0
ID-1074,beds,0,nsubj  cop  advmod  advmod  nmod  nmod,comfortable,as,mine,0
ID-1074,beds,0,nsubj  cop  advmod  advmod  nmod  nmod,comfortable,at,home,0
ID-1074,room,0,nsubj  cop  advmod  cc  conj  dep  parataxis,clean,0,0,0
ID-1074,room,0,nsubj  cop  advmod  cc  conj  dep  parataxis,clean,comfortable,clean,0
ID-1064,0,0,case  det  compound,Roanoke,0,0,0
ID-1064,0,0,nmod  nmod,waiting,0,0,0
ID-1064,0,0,nmod  nmod,waiting,for,us,0
ID-1064,0,0,nmod  nmod,waiting,in,room,0
ID-1064,0,0,nmod  nmod,waiting,in,room,0
ID-1064,0,luxury,mark  dobj  nmod,enjoy,0,0,0
ID-1064,0,luxury,mark  dobj  nmod,enjoy,in,Room,0
ID-1064,walkway,hotel,nsubj  dobj  nmod,connects,0,0,0
ID-1064,walkway,hotel,nsubj  dobj  nmod,connects,with,shops,0
ID-1246,Marriot,0,nsubj  cop  det  amod,hotel,0,0,0
ID-1246,Marriot,0,nsubj  cop  det  amod,hotel,amazing,hotel,0
ID-1246,0,0,case  det:predet  det  nmod,location,0,0,0
ID-1246,0,0,case  det:predet  det  nmod,location,of,hotel,0
ID-1246,I,hotel,advmod  nsubj  dobj,left,0,0,0
ID-1246,room,0,nsubj  cop  cc  conj,spectacular,0,0,0
ID-1246,0,0,case  cc  conj,mine,0,0,0
